,Gene_MEND52
30732,GRCh38______LINC01910
30733,GRCh38______AC091646.1
30734,GRCh38______GTSCR1
30735,GRCh38______AC090415.2
30736,GRCh38______AC091691.3
30737,GRCh38______AC091691.2
30738,GRCh38______LINC01541
30739,GRCh38______LINC01899
30740,GRCh38______AC027458.1
30741,GRCh38______AC069114.1
30742,GRCh38______CBLN2
30743,GRCh38______NETO1
30744,GRCh38______AC023301.1
30745,GRCh38______AC091138.1
30746,GRCh38______AC079062.1
30747,GRCh38______LINC02582
30748,GRCh38______AC079070.1
30749,GRCh38______AC090125.1
30750,GRCh38______AC090125.2
30751,GRCh38______FBXO15
30752,GRCh38______TIMM21
30753,GRCh38______AC090398.1
30754,GRCh38______CYB5A
30755,GRCh38______AC090398.2
30756,GRCh38______C18orf63
30757,GRCh38______LINC01922
30758,GRCh38______DIPK1C
30759,GRCh38______AC009704.3
30760,GRCh38______CNDP2
30761,GRCh38______AC009704.2
30762,GRCh38______CNDP1
30763,GRCh38______AC009704.1
30764,GRCh38______LINC00909
30765,GRCh38______ZNF407
30766,GRCh38______AC015819.2
30767,GRCh38______AC015819.1
30768,GRCh38______AC015819.5
30769,GRCh38______ZADH2
30770,GRCh38______TSHZ1
30771,GRCh38______AC116003.3
30772,GRCh38______AC116003.1
30773,GRCh38______SMIM21
30774,GRCh38______AC116003.2
30775,GRCh38______AC012101.2
30776,GRCh38______AC012101.1
30777,GRCh38______AC090812.1
30778,GRCh38______AC090338.1
30779,GRCh38______LINC01898
30780,GRCh38______AC021506.1
30781,GRCh38______AC090457.1
30782,GRCh38______AC011095.1
30783,GRCh38______AC103808.6
30784,GRCh38______LINC01893
30785,GRCh38______AC103808.2
30786,GRCh38______AC103808.4
30787,GRCh38______AC103808.3
30788,GRCh38______AC103808.1
30789,GRCh38______AC103808.5
30790,GRCh38______ZNF516
30791,GRCh38______AC009716.1
30792,GRCh38______AC018413.1
30793,GRCh38______C18orf65
30794,GRCh38______LINC00683
30795,GRCh38______AC034110.1
30796,GRCh38______LINC01927
30797,GRCh38______LINC01879
30798,GRCh38______ZNF236-DT
30799,GRCh38______AC027575.2
30800,GRCh38______ZNF236
30801,GRCh38______AC093330.1
30802,GRCh38______MBP
30803,GRCh38______AC093330.3
30804,GRCh38______AC018529.1
30805,GRCh38______AC018529.2
30806,GRCh38______AC100863.1
30807,GRCh38______GALR1
30808,GRCh38______AC124254.2
30809,GRCh38______AC123786.1
30810,GRCh38______AC123786.3
30811,GRCh38______LINC01029
30812,GRCh38______AC134978.1
30813,GRCh38______AC107892.1
30814,GRCh38______AC087399.1
30815,GRCh38______AC012572.1
30816,GRCh38______AC044873.1
30817,GRCh38______AC091027.2
30818,GRCh38______AC091027.1
30819,GRCh38______AC091027.3
30820,GRCh38______LINC01896
30821,GRCh38______SALL3
30822,GRCh38______ATP9B
30823,GRCh38______AC125437.1
30824,GRCh38______AC125437.3
30825,GRCh38______AC104423.1
30826,GRCh38______AC023090.1
30827,GRCh38______NFATC1
30828,GRCh38______AC018445.5
30829,GRCh38______AC018445.1
30830,GRCh38______AC018445.6
30831,GRCh38______AC068473.3
30832,GRCh38______AC068473.4
30833,GRCh38______AC068473.1
30834,GRCh38______AC068473.5
30835,GRCh38______CTDP1
30836,GRCh38______AC068473.2
30837,GRCh38______AC021594.1
30838,GRCh38______AC021594.2
30839,GRCh38______KCNG2
30840,GRCh38______AC114341.1
30841,GRCh38______SLC66A2
30842,GRCh38______AC114341.2
30843,GRCh38______HSBP1L1
30844,GRCh38______TXNL4A
30845,GRCh38______AC090360.1
30846,GRCh38______RBFA
30847,GRCh38______RBFADN
30848,GRCh38______ADNP2
30849,GRCh38______PARD6G-AS1
30850,GRCh38______PARD6G
30851,GRCh38______AC139100.2
30852,GRCh38______AC139100.1
30853,GRCh38______AC008993.3
30854,GRCh38______FAM138F
30855,GRCh38______OR4F17
30856,GRCh38______AC092192.1
30857,GRCh38______LINC01002
30858,GRCh38______AC016588.2
30859,GRCh38______PLPP2
30860,GRCh38______MIER2
30861,GRCh38______AC016588.1
30862,GRCh38______THEG
30863,GRCh38______AC010641.2
30864,GRCh38______AC010641.1
30865,GRCh38______C2CD4C
30866,GRCh38______SHC2
30867,GRCh38______ODF3L2
30868,GRCh38______MADCAM1
30869,GRCh38______AC005775.1
30870,GRCh38______TPGS1
30871,GRCh38______CDC34
30872,GRCh38______GZMM
30873,GRCh38______AC009005.1
30874,GRCh38______BSG
30875,GRCh38______HCN2
30876,GRCh38______POLRMT
30877,GRCh38______AC004449.1
30878,GRCh38______FGF22
30879,GRCh38______RNF126
30880,GRCh38______AC004156.1
30881,GRCh38______FSTL3
30882,GRCh38______PRSS57
30883,GRCh38______PALM
30884,GRCh38______MISP
30885,GRCh38______AC006273.1
30886,GRCh38______LINC01836
30887,GRCh38______PTBP1
30888,GRCh38______PLPPR3
30889,GRCh38______AZU1
30890,GRCh38______PRTN3
30891,GRCh38______ELANE
30892,GRCh38______CFD
30893,GRCh38______MED16
30894,GRCh38______R3HDM4
30895,GRCh38______KISS1R
30896,GRCh38______ARID3A
30897,GRCh38______AC005379.1
30898,GRCh38______AC005391.1
30899,GRCh38______WDR18
30900,GRCh38______AC004528.1
30901,GRCh38______GRIN3B
30902,GRCh38______TMEM259
30903,GRCh38______AC004528.2
30904,GRCh38______CNN2
30905,GRCh38______ABCA7
30906,GRCh38______ARHGAP45
30907,GRCh38______POLR2E
30908,GRCh38______GPX4
30909,GRCh38______SBNO2
30910,GRCh38______STK11
30911,GRCh38______CBARP
30912,GRCh38______AC004221.1
30913,GRCh38______ATP5F1D
30914,GRCh38______MIDN
30915,GRCh38______CIRBP
30916,GRCh38______CIRBP-AS1
30917,GRCh38______FAM174C
30918,GRCh38______EFNA2
30919,GRCh38______AC005330.1
30920,GRCh38______PWWP3A
30921,GRCh38______AC005329.2
30922,GRCh38______NDUFS7
30923,GRCh38______AC005329.3
30924,GRCh38______AC005329.1
30925,GRCh38______GAMT
30926,GRCh38______DAZAP1
30927,GRCh38______RPS15
30928,GRCh38______AC027307.3
30929,GRCh38______APC2
30930,GRCh38______AC027307.2
30931,GRCh38______C19orf25
30932,GRCh38______PCSK4
30933,GRCh38______REEP6
30934,GRCh38______ADAMTSL5
30935,GRCh38______AC027307.1
30936,GRCh38______PLK5
30937,GRCh38______MEX3D
30938,GRCh38______MBD3
30939,GRCh38______UQCR11
30940,GRCh38______TCF3
30941,GRCh38______AC005256.1
30942,GRCh38______ONECUT3
30943,GRCh38______ATP8B3
30944,GRCh38______REXO1
30945,GRCh38______AC012615.2
30946,GRCh38______AC012615.6
30947,GRCh38______AC012615.3
30948,GRCh38______KLF16
30949,GRCh38______AC012615.4
30950,GRCh38______AC012615.1
30951,GRCh38______AC012615.5
30952,GRCh38______ABHD17A
30953,GRCh38______SCAMP4
30954,GRCh38______ADAT3
30955,GRCh38______CSNK1G2
30956,GRCh38______CSNK1G2-AS1
30957,GRCh38______BTBD2
30958,GRCh38______AC005306.1
30959,GRCh38______MKNK2
30960,GRCh38______MOB3A
30961,GRCh38______IZUMO4
30962,GRCh38______AP3D1
30963,GRCh38______DOT1L
30964,GRCh38______AC004490.1
30965,GRCh38______PLEKHJ1
30966,GRCh38______SF3A2
30967,GRCh38______AMH
30968,GRCh38______JSRP1
30969,GRCh38______OAZ1
30970,GRCh38______PEAK3
30971,GRCh38______LINGO3
30972,GRCh38______AC104530.1
30973,GRCh38______AC005258.2
30974,GRCh38______LSM7
30975,GRCh38______SPPL2B
30976,GRCh38______TMPRSS9
30977,GRCh38______TIMM13
30978,GRCh38______LMNB2
30979,GRCh38______LINC01775
30980,GRCh38______GADD45B
30981,GRCh38______GNG7
30982,GRCh38______AC092068.2
30983,GRCh38______AC092068.1
30984,GRCh38______AC092068.3
30985,GRCh38______AC006538.3
30986,GRCh38______DIRAS1
30987,GRCh38______AC006538.4
30988,GRCh38______AC006538.1
30989,GRCh38______SLC39A3
30990,GRCh38______SGTA
30991,GRCh38______THOP1
30992,GRCh38______ZNF554
30993,GRCh38______ZNF555
30994,GRCh38______AC006130.1
30995,GRCh38______AC006130.3
30996,GRCh38______ZNF556
30997,GRCh38______ZNF57
30998,GRCh38______AC119403.1
30999,GRCh38______ZNF77
31000,GRCh38______TLE6
31001,GRCh38______TLE2
31002,GRCh38______AC005944.1
31003,GRCh38______TLE5
31004,GRCh38______GNA11
31005,GRCh38______AC005262.2
31006,GRCh38______KF456478.1
31007,GRCh38______GNA15
31008,GRCh38______AC005264.1
31009,GRCh38______S1PR4
31010,GRCh38______NCLN
31011,GRCh38______CELF5
31012,GRCh38______AC010649.1
31013,GRCh38______NFIC
31014,GRCh38______SMIM24
31015,GRCh38______AC005551.1
31016,GRCh38______DOHH
31017,GRCh38______FZR1
31018,GRCh38______MFSD12
31019,GRCh38______C19orf71
31020,GRCh38______AC005786.3
31021,GRCh38______AC005786.2
31022,GRCh38______HMG20B
31023,GRCh38______GIPC3
31024,GRCh38______TBXA2R
31025,GRCh38______CACTIN-AS1
31026,GRCh38______CACTIN
31027,GRCh38______PIP5K1C
31028,GRCh38______AC004637.1
31029,GRCh38______TJP3
31030,GRCh38______APBA3
31031,GRCh38______AC005954.2
31032,GRCh38______AC005954.1
31033,GRCh38______MRPL54
31034,GRCh38______RAX2
31035,GRCh38______MATK
31036,GRCh38______ZFR2
31037,GRCh38______ATCAY
31038,GRCh38______NMRK2
31039,GRCh38______DAPK3
31040,GRCh38______EEF2
31041,GRCh38______PIAS4
31042,GRCh38______ZBTB7A
31043,GRCh38______AC016586.1
31044,GRCh38______MAP2K2
31045,GRCh38______CREB3L3
31046,GRCh38______SIRT6
31047,GRCh38______ANKRD24
31048,GRCh38______EBI3
31049,GRCh38______YJU2
31050,GRCh38______SHD
31051,GRCh38______TMIGD2
31052,GRCh38______FSD1
31053,GRCh38______STAP2
31054,GRCh38______AC104521.1
31055,GRCh38______MPND
31056,GRCh38______AC007292.3
31057,GRCh38______AC007292.2
31058,GRCh38______SH3GL1
31059,GRCh38______AC007292.1
31060,GRCh38______CHAF1A
31061,GRCh38______AC011498.3
31062,GRCh38______UBXN6
31063,GRCh38______AC011498.2
31064,GRCh38______AC011498.6
31065,GRCh38______AC011498.1
31066,GRCh38______HDGFL2
31067,GRCh38______PLIN4
31068,GRCh38______PLIN5
31069,GRCh38______LRG1
31070,GRCh38______SEMA6B
31071,GRCh38______TNFAIP8L1
31072,GRCh38______MYDGF
31073,GRCh38______AC005339.1
31074,GRCh38______DPP9
31075,GRCh38______DPP9-AS1
31076,GRCh38______AC005594.1
31077,GRCh38______MIR7-3HG
31078,GRCh38______AC005523.1
31079,GRCh38______FEM1A
31080,GRCh38______AC005523.2
31081,GRCh38______TICAM1
31082,GRCh38______AC027319.1
31083,GRCh38______PLIN3
31084,GRCh38______ARRDC5
31085,GRCh38______UHRF1
31086,GRCh38______KDM4B
31087,GRCh38______PTPRS
31088,GRCh38______AC022517.1
31089,GRCh38______AC005790.1
31090,GRCh38______ZNRF4
31091,GRCh38______TINCR
31092,GRCh38______SAFB2
31093,GRCh38______SAFB
31094,GRCh38______RPL36
31095,GRCh38______MICOS13
31096,GRCh38______HSD11B1L
31097,GRCh38______LONP1
31098,GRCh38______CATSPERD
31099,GRCh38______PRR22
31100,GRCh38______DUS3L
31101,GRCh38______NRTN
31102,GRCh38______FUT6
31103,GRCh38______FUT3
31104,GRCh38______AC024592.2
31105,GRCh38______FUT5
31106,GRCh38______NDUFA11
31107,GRCh38______AC024592.1
31108,GRCh38______VMAC
31109,GRCh38______AC104532.2
31110,GRCh38______CAPS
31111,GRCh38______RANBP3
31112,GRCh38______AC011444.1
31113,GRCh38______RFX2
31114,GRCh38______AC011444.2
31115,GRCh38______AC011444.3
31116,GRCh38______ACSBG2
31117,GRCh38______MLLT1
31118,GRCh38______AC011471.2
31119,GRCh38______ACER1
31120,GRCh38______AC011491.3
31121,GRCh38______CLPP
31122,GRCh38______ALKBH7
31123,GRCh38______PSPN
31124,GRCh38______GTF2F1
31125,GRCh38______AC011491.2
31126,GRCh38______KHSRP
31127,GRCh38______SLC25A41
31128,GRCh38______SLC25A23
31129,GRCh38______CRB3
31130,GRCh38______DENND1C
31131,GRCh38______AC010503.4
31132,GRCh38______TUBB4A
31133,GRCh38______AC010503.2
31134,GRCh38______AC010503.1
31135,GRCh38______TNFSF9
31136,GRCh38______CD70
31137,GRCh38______TNFSF14
31138,GRCh38______C3
31139,GRCh38______AC008760.2
31140,GRCh38______GPR108
31141,GRCh38______TRIP10
31142,GRCh38______AC008760.1
31143,GRCh38______SH2D3A
31144,GRCh38______VAV1
31145,GRCh38______ADGRE1
31146,GRCh38______AC025278.1
31147,GRCh38______MBD3L2B
31148,GRCh38______MBD3L5
31149,GRCh38______MBD3L4
31150,GRCh38______MBD3L2
31151,GRCh38______MBD3L3
31152,GRCh38______ZNF557
31153,GRCh38______INSR
31154,GRCh38______AC119396.1
31155,GRCh38______AC119396.2
31156,GRCh38______ARHGEF18
31157,GRCh38______PEX11G
31158,GRCh38______TEX45
31159,GRCh38______ZNF358
31160,GRCh38______AC008878.4
31161,GRCh38______MCOLN1
31162,GRCh38______PNPLA6
31163,GRCh38______CAMSAP3
31164,GRCh38______XAB2
31165,GRCh38______PET100
31166,GRCh38______PCP2
31167,GRCh38______AC008763.1
31168,GRCh38______STXBP2
31169,GRCh38______RETN
31170,GRCh38______MCEMP1
31171,GRCh38______TRAPPC5
31172,GRCh38______FCER2
31173,GRCh38______CLEC4G
31174,GRCh38______CD209
31175,GRCh38______CLEC4M
31176,GRCh38______EVI5L
31177,GRCh38______PRR36
31178,GRCh38______AC010336.3
31179,GRCh38______LRRC8E
31180,GRCh38______AC010336.1
31181,GRCh38______MAP2K7
31182,GRCh38______AC010336.4
31183,GRCh38______TGFBR3L
31184,GRCh38______AC010336.2
31185,GRCh38______SNAPC2
31186,GRCh38______CTXN1
31187,GRCh38______AC010336.5
31188,GRCh38______TIMM44
31189,GRCh38______AC010336.8
31190,GRCh38______ELAVL1
31191,GRCh38______AC010336.6
31192,GRCh38______AC008946.1
31193,GRCh38______CCL25
31194,GRCh38______FBN3
31195,GRCh38______CERS4
31196,GRCh38______AC022146.2
31197,GRCh38______CD320
31198,GRCh38______NDUFA7
31199,GRCh38______RPS28
31200,GRCh38______KANK3
31201,GRCh38______ANGPTL4
31202,GRCh38______RAB11B-AS1
31203,GRCh38______RAB11B
31204,GRCh38______MARCH2
31205,GRCh38______AC136469.1
31206,GRCh38______HNRNPM
31207,GRCh38______PRAM1
31208,GRCh38______ZNF414
31209,GRCh38______MYO1F
31210,GRCh38______AC092316.1
31211,GRCh38______ADAMTS10
31212,GRCh38______AC130469.1
31213,GRCh38______LINC01862
31214,GRCh38______ACTL9
31215,GRCh38______OR2Z1
31216,GRCh38______ZNF558
31217,GRCh38______AC008734.1
31218,GRCh38______MBD3L1
31219,GRCh38______AC008734.2
31220,GRCh38______MUC16
31221,GRCh38______OR1M1
31222,GRCh38______OR7G2
31223,GRCh38______OR7G1
31224,GRCh38______OR7G3
31225,GRCh38______ZNF317
31226,GRCh38______OR7D2
31227,GRCh38______OR7D4
31228,GRCh38______OR7E24
31229,GRCh38______ZNF699
31230,GRCh38______AC011451.1
31231,GRCh38______ZNF559
31232,GRCh38______ZNF177
31233,GRCh38______AC011451.3
31234,GRCh38______ZNF266
31235,GRCh38______AC011451.4
31236,GRCh38______ZNF560
31237,GRCh38______AC008567.2
31238,GRCh38______AC008567.3
31239,GRCh38______ZNF426
31240,GRCh38______ZNF426-DT
31241,GRCh38______ZNF121
31242,GRCh38______ZNF561
31243,GRCh38______ZNF561-AS1
31244,GRCh38______ZNF562
31245,GRCh38______AC008759.3
31246,GRCh38______AC008759.2
31247,GRCh38______ZNF846
31248,GRCh38______AC008752.1
31249,GRCh38______FBXL12
31250,GRCh38______UBL5
31251,GRCh38______AC008752.2
31252,GRCh38______PIN1
31253,GRCh38______OLFM2
31254,GRCh38______COL5A3
31255,GRCh38______AC008742.1
31256,GRCh38______RDH8
31257,GRCh38______SHFL
31258,GRCh38______AC020931.1
31259,GRCh38______ANGPTL6
31260,GRCh38______PPAN
31261,GRCh38______P2RY11
31262,GRCh38______EIF3G
31263,GRCh38______DNMT1
31264,GRCh38______S1PR2
31265,GRCh38______MRPL4
31266,GRCh38______AC011511.2
31267,GRCh38______AC011511.3
31268,GRCh38______ICAM1
31269,GRCh38______AC011511.5
31270,GRCh38______ICAM4
31271,GRCh38______ICAM5
31272,GRCh38______ZGLP1
31273,GRCh38______FDX2
31274,GRCh38______RAVER1
31275,GRCh38______AC114271.1
31276,GRCh38______ICAM3
31277,GRCh38______TYK2
31278,GRCh38______CDC37
31279,GRCh38______PDE4A
31280,GRCh38______KEAP1
31281,GRCh38______AC011461.1
31282,GRCh38______S1PR5
31283,GRCh38______ATG4D
31284,GRCh38______KRI1
31285,GRCh38______CDKN2D
31286,GRCh38______AP1M2
31287,GRCh38______SLC44A2
31288,GRCh38______ILF3-DT
31289,GRCh38______ILF3
31290,GRCh38______QTRT1
31291,GRCh38______DNM2
31292,GRCh38______TMED1
31293,GRCh38______C19orf38
31294,GRCh38______CARM1
31295,GRCh38______YIPF2
31296,GRCh38______TIMM29
31297,GRCh38______SMARCA4
31298,GRCh38______AC011442.1
31299,GRCh38______LDLR
31300,GRCh38______SPC24
31301,GRCh38______KANK2
31302,GRCh38______DOCK6
31303,GRCh38______AC011472.1
31304,GRCh38______AC011472.4
31305,GRCh38______ANGPTL8
31306,GRCh38______TSPAN16
31307,GRCh38______AC011472.2
31308,GRCh38______RAB3D
31309,GRCh38______AC011472.3
31310,GRCh38______TMEM205
31311,GRCh38______CCDC159
31312,GRCh38______PLPPR2
31313,GRCh38______AC024575.1
31314,GRCh38______SWSAP1
31315,GRCh38______EPOR
31316,GRCh38______RGL3
31317,GRCh38______CCDC151
31318,GRCh38______PRKCSH
31319,GRCh38______ELAVL3
31320,GRCh38______ZNF653
31321,GRCh38______ECSIT
31322,GRCh38______CNN1
31323,GRCh38______ELOF1
31324,GRCh38______ZNF627
31325,GRCh38______ACP5
31326,GRCh38______AC008543.1
31327,GRCh38______ZNF823
31328,GRCh38______AC008543.3
31329,GRCh38______ZNF441
31330,GRCh38______AC008543.5
31331,GRCh38______ZNF491
31332,GRCh38______ZNF440
31333,GRCh38______AC008543.4
31334,GRCh38______ZNF439
31335,GRCh38______ZNF69
31336,GRCh38______ZNF700
31337,GRCh38______AC008770.3
31338,GRCh38______ZNF763
31339,GRCh38______ZNF433-AS1
31340,GRCh38______ZNF433
31341,GRCh38______ZNF878
31342,GRCh38______ZNF844
31343,GRCh38______ZNF20
31344,GRCh38______ZNF625
31345,GRCh38______ZNF136
31346,GRCh38______ZNF44
31347,GRCh38______ZNF563
31348,GRCh38______ZNF442
31349,GRCh38______ZNF799
31350,GRCh38______ZNF443
31351,GRCh38______AC008758.2
31352,GRCh38______ZNF709
31353,GRCh38______ZNF564
31354,GRCh38______AC010422.4
31355,GRCh38______AC010422.1
31356,GRCh38______ZNF490
31357,GRCh38______ZNF791
31358,GRCh38______MAN2B1
31359,GRCh38______WDR83
31360,GRCh38______WDR83OS
31361,GRCh38______AC010422.7
31362,GRCh38______DHPS
31363,GRCh38______AC010422.2
31364,GRCh38______GNG14
31365,GRCh38______FBXW9
31366,GRCh38______AC018761.4
31367,GRCh38______TNPO2
31368,GRCh38______AC018761.1
31369,GRCh38______TRIR
31370,GRCh38______GET3
31371,GRCh38______BEST2
31372,GRCh38______HOOK2
31373,GRCh38______AC018761.3
31374,GRCh38______JUNB
31375,GRCh38______PRDX2
31376,GRCh38______AC018761.2
31377,GRCh38______THSD8
31378,GRCh38______RNASEH2A
31379,GRCh38______RTBDN
31380,GRCh38______AC020934.1
31381,GRCh38______MAST1
31382,GRCh38______DNASE2
31383,GRCh38______AC020934.2
31384,GRCh38______KLF1
31385,GRCh38______GCDH
31386,GRCh38______SYCE2
31387,GRCh38______FARSA
31388,GRCh38______FARSA-AS1
31389,GRCh38______CALR
31390,GRCh38______AC092069.1
31391,GRCh38______RAD23A
31392,GRCh38______GADD45GIP1
31393,GRCh38______DAND5
31394,GRCh38______NFIX
31395,GRCh38______AC138474.1
31396,GRCh38______AC007787.1
31397,GRCh38______LYL1
31398,GRCh38______TRMT1
31399,GRCh38______NACC1
31400,GRCh38______AC005546.1
31401,GRCh38______AC011446.1
31402,GRCh38______STX10
31403,GRCh38______IER2
31404,GRCh38______AC011446.3
31405,GRCh38______AC011446.2
31406,GRCh38______CACNA1A
31407,GRCh38______CCDC130
31408,GRCh38______MRI1
31409,GRCh38______AC008686.1
31410,GRCh38______C19orf53
31411,GRCh38______ZSWIM4
31412,GRCh38______AC020916.2
31413,GRCh38______AC020916.1
31414,GRCh38______NANOS3
31415,GRCh38______C19orf57
31416,GRCh38______CC2D1A
31417,GRCh38______PODNL1
31418,GRCh38______DCAF15
31419,GRCh38______RFX1
31420,GRCh38______AC022098.4
31421,GRCh38______RLN3
31422,GRCh38______AC022098.2
31423,GRCh38______IL27RA
31424,GRCh38______PALM3
31425,GRCh38______MISP3
31426,GRCh38______C19orf67
31427,GRCh38______SAMD1
31428,GRCh38______PRKACA
31429,GRCh38______AC022098.3
31430,GRCh38______ASF1B
31431,GRCh38______AC022098.1
31432,GRCh38______ADGRL1
31433,GRCh38______AC011509.3
31434,GRCh38______AC011509.2
31435,GRCh38______AC011509.1
31436,GRCh38______LINC01841
31437,GRCh38______LINC01842
31438,GRCh38______ADGRE5
31439,GRCh38______AC008569.1
31440,GRCh38______DDX39A
31441,GRCh38______PKN1
31442,GRCh38______AC008569.2
31443,GRCh38______PTGER1
31444,GRCh38______GIPC1
31445,GRCh38______DNAJB1
31446,GRCh38______TECR
31447,GRCh38______NDUFB7
31448,GRCh38______CLEC17A
31449,GRCh38______ADGRE3
31450,GRCh38______ZNF333
31451,GRCh38______ADGRE2
31452,GRCh38______OR7C1
31453,GRCh38______OR7A5
31454,GRCh38______OR7A10
31455,GRCh38______OR7A17
31456,GRCh38______OR7C2
31457,GRCh38______SLC1A6
31458,GRCh38______CCDC105
31459,GRCh38______CASP14
31460,GRCh38______OR1I1
31461,GRCh38______SYDE1
31462,GRCh38______ILVBL
31463,GRCh38______AC003956.1
31464,GRCh38______NOTCH3
31465,GRCh38______AC004257.1
31466,GRCh38______EPHX3
31467,GRCh38______BRD4
31468,GRCh38______AC005776.2
31469,GRCh38______AKAP8
31470,GRCh38______AC005785.1
31471,GRCh38______AKAP8L
31472,GRCh38______WIZ
31473,GRCh38______RASAL3
31474,GRCh38______PGLYRP2
31475,GRCh38______CYP4F22
31476,GRCh38______AC093072.1
31477,GRCh38______CYP4F8
31478,GRCh38______CYP4F3
31479,GRCh38______CYP4F12
31480,GRCh38______OR10H2
31481,GRCh38______OR10H3
31482,GRCh38______AC004597.1
31483,GRCh38______OR10H5
31484,GRCh38______OR10H1
31485,GRCh38______LINC01764
31486,GRCh38______UCA1
31487,GRCh38______CYP4F2
31488,GRCh38______CYP4F11
31489,GRCh38______OR10H4
31490,GRCh38______LINC00661
31491,GRCh38______LINC00905
31492,GRCh38______LINC01855
31493,GRCh38______TPM4
31494,GRCh38______AC008894.1
31495,GRCh38______RAB8A
31496,GRCh38______AC008894.2
31497,GRCh38______HSH2D
31498,GRCh38______CIB3
31499,GRCh38______FAM32A
31500,GRCh38______AC020911.1
31501,GRCh38______AC020911.3
31502,GRCh38______AP1M1
31503,GRCh38______AC020911.2
31504,GRCh38______KLF2
31505,GRCh38______AC020917.3
31506,GRCh38______EPS15L1
31507,GRCh38______AC020917.2
31508,GRCh38______CALR3
31509,GRCh38______C19orf44
31510,GRCh38______CHERP
31511,GRCh38______AC008764.6
31512,GRCh38______SLC35E1
31513,GRCh38______AC008764.3
31514,GRCh38______AC008764.5
31515,GRCh38______AC008764.8
31516,GRCh38______MED26
31517,GRCh38______AC008764.7
31518,GRCh38______AC008764.2
31519,GRCh38______AC024075.3
31520,GRCh38______SMIM7
31521,GRCh38______AC024075.2
31522,GRCh38______AC024075.1
31523,GRCh38______TMEM38A
31524,GRCh38______NWD1
31525,GRCh38______AC008737.3
31526,GRCh38______SIN3B
31527,GRCh38______AC008737.1
31528,GRCh38______F2RL3
31529,GRCh38______CPAMD8
31530,GRCh38______AC020908.2
31531,GRCh38______HAUS8
31532,GRCh38______AC020908.1
31533,GRCh38______MYO9B
31534,GRCh38______AC020908.3
31535,GRCh38______AC020913.1
31536,GRCh38______AC020913.3
31537,GRCh38______AC020913.2
31538,GRCh38______USE1
31539,GRCh38______OCEL1
31540,GRCh38______NR2F6
31541,GRCh38______USHBP1
31542,GRCh38______BABAM1
31543,GRCh38______ANKLE1
31544,GRCh38______ABHD8
31545,GRCh38______MRPL34
31546,GRCh38______AC010463.3
31547,GRCh38______DDA1
31548,GRCh38______ANO8
31549,GRCh38______GTPBP3
31550,GRCh38______PLVAP
31551,GRCh38______AC010463.2
31552,GRCh38______CCDC194
31553,GRCh38______BST2
31554,GRCh38______BISPR
31555,GRCh38______MVB12A
31556,GRCh38______AC010319.4
31557,GRCh38______AC010319.3
31558,GRCh38______TMEM221
31559,GRCh38______AC010319.5
31560,GRCh38______NXNL1
31561,GRCh38______SLC27A1
31562,GRCh38______AC010618.3
31563,GRCh38______PGLS
31564,GRCh38______AC010618.2
31565,GRCh38______NIBAN3
31566,GRCh38______COLGALT1
31567,GRCh38______UNC13A
31568,GRCh38______AC008761.2
31569,GRCh38______MAP1S
31570,GRCh38______AC008761.1
31571,GRCh38______FCHO1
31572,GRCh38______B3GNT3
31573,GRCh38______INSL3
31574,GRCh38______JAK3
31575,GRCh38______RPL18A
31576,GRCh38______SLC5A5
31577,GRCh38______CCDC124
31578,GRCh38______KCNN1
31579,GRCh38______ARRDC2
31580,GRCh38______IL12RB1
31581,GRCh38______MAST3
31582,GRCh38______AC007192.2
31583,GRCh38______PIK3R2
31584,GRCh38______IFI30
31585,GRCh38______MPV17L2
31586,GRCh38______RAB3A
31587,GRCh38______AC005759.1
31588,GRCh38______PDE4C
31589,GRCh38______AC008397.1
31590,GRCh38______IQCN
31591,GRCh38______JUND
31592,GRCh38______LSM4
31593,GRCh38______PGPEP1
31594,GRCh38______GDF15
31595,GRCh38______LRRC25
31596,GRCh38______SSBP4
31597,GRCh38______ISYNA1
31598,GRCh38______AC010335.1
31599,GRCh38______ELL
31600,GRCh38______AC005387.1
31601,GRCh38______FKBP8
31602,GRCh38______AC005387.2
31603,GRCh38______KXD1
31604,GRCh38______AC005253.1
31605,GRCh38______AC005253.2
31606,GRCh38______UBA52
31607,GRCh38______CRLF1
31608,GRCh38______REX1BD
31609,GRCh38______TMEM59L
31610,GRCh38______KLHL26
31611,GRCh38______CRTC1
31612,GRCh38______COMP
31613,GRCh38______UPF1
31614,GRCh38______GDF1
31615,GRCh38______CERS1
31616,GRCh38______AC005197.1
31617,GRCh38______COPE
31618,GRCh38______DDX49
31619,GRCh38______HOMER3
31620,GRCh38______HOMER3-AS1
31621,GRCh38______SUGP2
31622,GRCh38______ARMC6
31623,GRCh38______SLC25A42
31624,GRCh38______TMEM161A
31625,GRCh38______MEF2B
31626,GRCh38______BORCS8
31627,GRCh38______RFXANK
31628,GRCh38______NR2C2AP
31629,GRCh38______NCAN
31630,GRCh38______HAPLN4
31631,GRCh38______TM6SF2
31632,GRCh38______SUGP1
31633,GRCh38______MAU2
31634,GRCh38______GATAD2A
31635,GRCh38______AC092067.1
31636,GRCh38______TSSK6
31637,GRCh38______NDUFA13
31638,GRCh38______YJEFN3
31639,GRCh38______CILP2
31640,GRCh38______PBX4
31641,GRCh38______AC002306.1
31642,GRCh38______LPAR2
31643,GRCh38______GMIP
31644,GRCh38______ATP13A1
