,Gene_MEND52
24315,GRCh38__AC009558.1
24316,GRCh38__AC012050.1
24317,GRCh38__LINC01491
24318,GRCh38__AC092078.2
24319,GRCh38__AC092078.1
24320,GRCh38__SLC24A5
24321,GRCh38__MYEF2
24322,GRCh38__CTXN2
24323,GRCh38__SLC12A1
24324,GRCh38__AC066612.1
24325,GRCh38__AC066612.2
24326,GRCh38__AC023355.1
24327,GRCh38__DUT
24328,GRCh38__FBN1
24329,GRCh38__AC084757.3
24330,GRCh38__AC084757.4
24331,GRCh38__CEP152
24332,GRCh38__AC084757.2
24333,GRCh38__AC012379.1
24334,GRCh38__SHC4
24335,GRCh38__EID1
24336,GRCh38__AC091073.1
24337,GRCh38__SECISBP2L
24338,GRCh38__AC013452.2
24339,GRCh38__COPS2
24340,GRCh38__GALK2
24341,GRCh38__FAM227B
24342,GRCh38__AC022306.2
24343,GRCh38__FGF7
24344,GRCh38__DTWD1
24345,GRCh38__ATP8B4
24346,GRCh38__AC025040.1
24347,GRCh38__SLC27A2
24348,GRCh38__HDC
24349,GRCh38__GABPB1
24350,GRCh38__GABPB1-AS1
24351,GRCh38__AC022087.1
24352,GRCh38__USP8
24353,GRCh38__AC012170.3
24354,GRCh38__AC012170.2
24355,GRCh38__USP50
24356,GRCh38__TRPM7
24357,GRCh38__AC084756.1
24358,GRCh38__SPPL2A
24359,GRCh38__AC012100.2
24360,GRCh38__AC021752.1
24361,GRCh38__AP4E1
24362,GRCh38__MIR4713HG
24363,GRCh38__TNFAIP8L3
24364,GRCh38__CYP19A1
24365,GRCh38__AC020891.2
24366,GRCh38__GLDN
24367,GRCh38__AC066613.2
24368,GRCh38__DMXL2
24369,GRCh38__AC066613.1
24370,GRCh38__SCG3
24371,GRCh38__AC020892.1
24372,GRCh38__AC020892.2
24373,GRCh38__LYSMD2
24374,GRCh38__TMOD2
24375,GRCh38__TMOD3
24376,GRCh38__AC090971.2
24377,GRCh38__AC090971.1
24378,GRCh38__LEO1
24379,GRCh38__MAPK6
24380,GRCh38__AC090970.2
24381,GRCh38__AC023906.5
24382,GRCh38__AC023906.2
24383,GRCh38__BCL2L10
24384,GRCh38__GNB5
24385,GRCh38__AC023906.3
24386,GRCh38__AC023906.4
24387,GRCh38__CERNA1
24388,GRCh38__MYO5C
24389,GRCh38__MYO5A
24390,GRCh38__ARPP19
24391,GRCh38__AC025917.1
24392,GRCh38__FAM214A
24393,GRCh38__ONECUT1
24394,GRCh38__AC016044.1
24395,GRCh38__LINC02490
24396,GRCh38__WDR72
24397,GRCh38__AC084759.2
24398,GRCh38__UNC13C
24399,GRCh38__AC025272.1
24400,GRCh38__RSL24D1
24401,GRCh38__RAB27A
24402,GRCh38__PIGBOS1
24403,GRCh38__PIGB
24404,GRCh38__CCPG1
24405,GRCh38__C15orf65
24406,GRCh38__DNAAF4
24407,GRCh38__PYGO1
24408,GRCh38__PRTG
24409,GRCh38__AC012378.1
24410,GRCh38__NEDD4
24411,GRCh38__RFX7
24412,GRCh38__TEX9
24413,GRCh38__AC084782.1
24414,GRCh38__AC084782.2
24415,GRCh38__MNS1
24416,GRCh38__AC084782.3
24417,GRCh38__AC090518.1
24418,GRCh38__ZNF280D
24419,GRCh38__AC090517.4
24420,GRCh38__AC010999.2
24421,GRCh38__TCF12
24422,GRCh38__LINC00926
24423,GRCh38__LINC01413
24424,GRCh38__CGNL1
24425,GRCh38__AC025271.3
24426,GRCh38__AC025271.2
24427,GRCh38__AC025271.4
24428,GRCh38__GCOM1
24429,GRCh38__MYZAP
24430,GRCh38__POLR2M
24431,GRCh38__AC090651.1
24432,GRCh38__ALDH1A2
24433,GRCh38__AC025431.1
24434,GRCh38__AQP9
24435,GRCh38__LIPC
24436,GRCh38__LIPC-AS1
24437,GRCh38__AC018904.1
24438,GRCh38__ADAM10
24439,GRCh38__AC090515.2
24440,GRCh38__MINDY2
24441,GRCh38__AC090515.4
24442,GRCh38__RNF111
24443,GRCh38__SLTM
24444,GRCh38__AC025918.1
24445,GRCh38__CCNB2
24446,GRCh38__AC092757.3
24447,GRCh38__MYO1E
24448,GRCh38__LDHAL6B
24449,GRCh38__FAM81A
24450,GRCh38__GCNT3
24451,GRCh38__GTF2A2
24452,GRCh38__BNIP2
24453,GRCh38__AC092755.2
24454,GRCh38__FOXB1
24455,GRCh38__AC009654.1
24456,GRCh38__ANXA2
24457,GRCh38__ICE2
24458,GRCh38__RORA-AS1
24459,GRCh38__RORA
24460,GRCh38__AC107241.1
24461,GRCh38__AC009560.1
24462,GRCh38__RORA-AS2
24463,GRCh38__AC022898.1
24464,GRCh38__AC012404.1
24465,GRCh38__AC012404.2
24466,GRCh38__AC107905.1
24467,GRCh38__AC104574.2
24468,GRCh38__AC104574.1
24469,GRCh38__AC018618.1
24470,GRCh38__LINC02349
24471,GRCh38__AC009554.1
24472,GRCh38__VPS13C
24473,GRCh38__AC104590.1
24474,GRCh38__C2CD4A
24475,GRCh38__C2CD4B
24476,GRCh38__AC126323.2
24477,GRCh38__AC126323.3
24478,GRCh38__AC126323.6
24479,GRCh38__AC126323.5
24480,GRCh38__AC032011.1
24481,GRCh38__TLN2
24482,GRCh38__AC100839.1
24483,GRCh38__AC100839.2
24484,GRCh38__AC103740.1
24485,GRCh38__AC103740.2
24486,GRCh38__TPM1
24487,GRCh38__TPM1-AS
24488,GRCh38__AC079328.2
24489,GRCh38__AC087612.1
24490,GRCh38__LACTB
24491,GRCh38__RPS27L
24492,GRCh38__RAB8B
24493,GRCh38__APH1B
24494,GRCh38__CA12
24495,GRCh38__LINC02568
24496,GRCh38__AC007950.1
24497,GRCh38__AC007950.2
24498,GRCh38__USP3
24499,GRCh38__USP3-AS1
24500,GRCh38__FBXL22
24501,GRCh38__HERC1
24502,GRCh38__AC073167.1
24503,GRCh38__DAPK2
24504,GRCh38__AC015914.1
24505,GRCh38__FAM96A
24506,GRCh38__SNX1
24507,GRCh38__SNX22
24508,GRCh38__PPIB
24509,GRCh38__CSNK1G1
24510,GRCh38__AC087632.1
24511,GRCh38__PCLAF
24512,GRCh38__TRIP4
24513,GRCh38__ZNF609
24514,GRCh38__OAZ2
24515,GRCh38__AC100830.3
24516,GRCh38__AC100830.2
24517,GRCh38__AC100830.1
24518,GRCh38__RBPMS2
24519,GRCh38__PIF1
24520,GRCh38__AC069368.1
24521,GRCh38__PLEKHO2
24522,GRCh38__ANKDD1A
24523,GRCh38__AC103691.2
24524,GRCh38__AC103691.1
24525,GRCh38__SPG21
24526,GRCh38__MTFMT
24527,GRCh38__SLC51B
24528,GRCh38__AC013553.3
24529,GRCh38__RASL12
24530,GRCh38__KBTBD13
24531,GRCh38__AC013553.4
24532,GRCh38__UBAP1L
24533,GRCh38__PDCD7
24534,GRCh38__CLPX
24535,GRCh38__CILP
24536,GRCh38__PARP16
24537,GRCh38__IGDCC3
24538,GRCh38__IGDCC4
24539,GRCh38__DPP8
24540,GRCh38__HACD3
24541,GRCh38__INTS14
24542,GRCh38__SLC24A1
24543,GRCh38__AC011939.3
24544,GRCh38__DENND4A
24545,GRCh38__RAB11A
24546,GRCh38__MEGF11
24547,GRCh38__AC055855.2
24548,GRCh38__DIS3L
24549,GRCh38__AC055855.1
24550,GRCh38__TIPIN
24551,GRCh38__MAP2K1
24552,GRCh38__AC116913.1
24553,GRCh38__SNAPC5
24554,GRCh38__RPL4
24555,GRCh38__ZWILCH
24556,GRCh38__LCTL
24557,GRCh38__LINC01169
24558,GRCh38__SMAD6
24559,GRCh38__AC110048.2
24560,GRCh38__AC093334.1
24561,GRCh38__LINC02206
24562,GRCh38__AC087482.1
24563,GRCh38__SMAD3
24564,GRCh38__AC012568.1
24565,GRCh38__AAGAB
24566,GRCh38__IQCH
24567,GRCh38__IQCH-AS1
24568,GRCh38__C15orf61
24569,GRCh38__AC016355.1
24570,GRCh38__MAP2K5
24571,GRCh38__SKOR1
24572,GRCh38__AC009292.1
24573,GRCh38__PIAS1
24574,GRCh38__AC107871.1
24575,GRCh38__CALML4
24576,GRCh38__CLN6
24577,GRCh38__AC107871.2
24578,GRCh38__FEM1B
24579,GRCh38__ITGA11
24580,GRCh38__CORO2B
24581,GRCh38__ANP32A
24582,GRCh38__SPESP1
24583,GRCh38__NOX5
24584,GRCh38__AC027088.3
24585,GRCh38__EWSAT1
24586,GRCh38__AC027088.2
24587,GRCh38__GLCE
24588,GRCh38__AC026992.2
24589,GRCh38__AC026992.1
24590,GRCh38__PAQR5
24591,GRCh38__AC027237.3
24592,GRCh38__KIF23
24593,GRCh38__RPLP1
24594,GRCh38__AC027237.2
24595,GRCh38__DRAIC
24596,GRCh38__AC100826.1
24597,GRCh38__AC021818.1
24598,GRCh38__TLE3
24599,GRCh38__AC026583.1
24600,GRCh38__AC048383.1
24601,GRCh38__LINC02205
24602,GRCh38__LINC02204
24603,GRCh38__SALRNA3
24604,GRCh38__SALRNA2
24605,GRCh38__UACA
24606,GRCh38__AC009269.2
24607,GRCh38__AC009269.3
24608,GRCh38__LARP6
24609,GRCh38__LRRC49
24610,GRCh38__THAP10
24611,GRCh38__THSD4
24612,GRCh38__CT62
24613,GRCh38__THSD4-AS1
24614,GRCh38__AC108861.1
24615,GRCh38__NR2E3
24616,GRCh38__AC104938.1
24617,GRCh38__MYO9A
24618,GRCh38__AC022872.1
24619,GRCh38__SENP8
24620,GRCh38__AC020779.2
24621,GRCh38__GRAMD2A
24622,GRCh38__PKM
24623,GRCh38__PARP6
24624,GRCh38__AC009690.3
24625,GRCh38__AC009690.2
24626,GRCh38__CELF6
24627,GRCh38__AC009690.1
24628,GRCh38__HEXA
24629,GRCh38__HEXA-AS1
24630,GRCh38__TMEM202
24631,GRCh38__TMEM202-AS1
24632,GRCh38__AC079322.1
24633,GRCh38__ARIH1
24634,GRCh38__LINC02259
24635,GRCh38__AC100827.4
24636,GRCh38__GOLGA6B
24637,GRCh38__HIGD2B
24638,GRCh38__BBS4
24639,GRCh38__ADPGK
24640,GRCh38__ADPGK-AS1
24641,GRCh38__NEO1
24642,GRCh38__AC068397.1
24643,GRCh38__HCN4
24644,GRCh38__AC068397.2
24645,GRCh38__REC114
24646,GRCh38__NPTN
24647,GRCh38__CD276
24648,GRCh38__AC022188.1
24649,GRCh38__C15orf59
24650,GRCh38__C15orf59-AS1
24651,GRCh38__AC018943.1
24652,GRCh38__TBC1D21
24653,GRCh38__LOXL1-AS1
24654,GRCh38__LOXL1
24655,GRCh38__STOML1
24656,GRCh38__PML
24657,GRCh38__GOLGA6A
24658,GRCh38__ISLR2
24659,GRCh38__AC010931.2
24660,GRCh38__AC010931.3
24661,GRCh38__ISLR
24662,GRCh38__STRA6
24663,GRCh38__CCDC33
24664,GRCh38__AC023300.2
24665,GRCh38__CYP11A1
24666,GRCh38__AC090826.1
24667,GRCh38__AC090826.2
24668,GRCh38__LINC02255
24669,GRCh38__SEMA7A
24670,GRCh38__UBL7
24671,GRCh38__UBL7-AS1
24672,GRCh38__AC012435.2
24673,GRCh38__ARID3B
24674,GRCh38__CLK3
24675,GRCh38__AC100835.2
24676,GRCh38__AC100835.1
24677,GRCh38__EDC3
24678,GRCh38__CYP1A1
24679,GRCh38__CYP1A2
24680,GRCh38__CSK
24681,GRCh38__LMAN1L
24682,GRCh38__CPLX3
24683,GRCh38__ULK3
24684,GRCh38__SCAMP2
24685,GRCh38__MPI
24686,GRCh38__FAM219B
24687,GRCh38__COX5A
24688,GRCh38__RPP25
24689,GRCh38__SCAMP5
24690,GRCh38__PPCDC
24691,GRCh38__C15orf39
24692,GRCh38__AC113208.3
24693,GRCh38__GOLGA6C
24694,GRCh38__GOLGA6D
24695,GRCh38__COMMD4
24696,GRCh38__AC068338.3
24697,GRCh38__NEIL1
24698,GRCh38__MAN2C1
24699,GRCh38__AC068338.2
24700,GRCh38__SIN3A
24701,GRCh38__PTPN9
24702,GRCh38__SNUPN
24703,GRCh38__AC105020.3
24704,GRCh38__AC105020.2
24705,GRCh38__IMP3
24706,GRCh38__AC105020.6
24707,GRCh38__AC105020.5
24708,GRCh38__SNX33
24709,GRCh38__CSPG4
24710,GRCh38__AC105020.4
24711,GRCh38__AC105020.1
24712,GRCh38__ODF3L1
24713,GRCh38__DNM1P35
24714,GRCh38__AC019294.3
24715,GRCh38__UBE2Q2
24716,GRCh38__FBXO22
24717,GRCh38__NRG4
24718,GRCh38__TMEM266
24719,GRCh38__AC091100.1
24720,GRCh38__ETFA
24721,GRCh38__ISL2
24722,GRCh38__AC027243.1
24723,GRCh38__AC027243.2
24724,GRCh38__SCAPER
24725,GRCh38__RCN2
24726,GRCh38__PSTPIP1
24727,GRCh38__TSPAN3
24728,GRCh38__AC090181.1
24729,GRCh38__PEAK1
24730,GRCh38__HMG20A
24731,GRCh38__AC046168.1
24732,GRCh38__AC046168.2
24733,GRCh38__LINGO1
24734,GRCh38__LINGO1-AS1
24735,GRCh38__LINGO1-AS2
24736,GRCh38__AC105133.1
24737,GRCh38__AC104758.4
24738,GRCh38__AC104758.5
24739,GRCh38__TBC1D2B
24740,GRCh38__AC104758.2
24741,GRCh38__SH2D7
24742,GRCh38__CIB2
24743,GRCh38__IDH3A
24744,GRCh38__AC090260.1
24745,GRCh38__ACSBG1
24746,GRCh38__AC090607.3
24747,GRCh38__DNAJA4
24748,GRCh38__WDR61
24749,GRCh38__AC090607.1
24750,GRCh38__AC090607.5
24751,GRCh38__CRABP1
24752,GRCh38__IREB2
24753,GRCh38__AC027228.1
24754,GRCh38__HYKK
24755,GRCh38__PSMA4
24756,GRCh38__CHRNA5
24757,GRCh38__AC027228.2
24758,GRCh38__CHRNA3
24759,GRCh38__CHRNB4
24760,GRCh38__AC067863.1
24761,GRCh38__ADAMTS7
24762,GRCh38__MORF4L1
24763,GRCh38__CTSH
24764,GRCh38__RASGRF1
24765,GRCh38__AC011944.1
24766,GRCh38__ANKRD34C-AS1
24767,GRCh38__ANKRD34C
24768,GRCh38__TMED3
24769,GRCh38__KIAA1024
24770,GRCh38__AC021483.1
24771,GRCh38__MTHFS
24772,GRCh38__AC021483.2
24773,GRCh38__ST20-MTHFS
24774,GRCh38__ST20
24775,GRCh38__ST20-AS1
24776,GRCh38__BCL2A1
24777,GRCh38__ZFAND6
24778,GRCh38__FAH
24779,GRCh38__AC087761.1
24780,GRCh38__CTXND1
24781,GRCh38__LINC00927
24782,GRCh38__AC016705.2
24783,GRCh38__ARNT2
24784,GRCh38__AC016705.1
24785,GRCh38__AC108451.1
24786,GRCh38__AC108451.2
24787,GRCh38__ABHD17C
24788,GRCh38__AC023302.1
24789,GRCh38__CEMIP
24790,GRCh38__AC027808.1
24791,GRCh38__AC027808.2
24792,GRCh38__MESD
24793,GRCh38__AC068870.1
24794,GRCh38__AC068870.2
24795,GRCh38__TLNRD1
24796,GRCh38__CFAP161
24797,GRCh38__IL16
24798,GRCh38__STARD5
24799,GRCh38__TMC3-AS1
24800,GRCh38__TMC3
24801,GRCh38__AC103858.2
24802,GRCh38__AC109809.1
24803,GRCh38__AC060809.1
24804,GRCh38__AC023034.1
24805,GRCh38__AC023034.2
24806,GRCh38__AC104041.1
24807,GRCh38__AC025219.1
24808,GRCh38__MEX3B
24809,GRCh38__LINC01583
24810,GRCh38__EFL1
24811,GRCh38__SAXO2
24812,GRCh38__GOLGA6L10
24813,GRCh38__GOLGA6L9
24814,GRCh38__RPS17
24815,GRCh38__AC245033.1
24816,GRCh38__AC245033.2
24817,GRCh38__CPEB1
24818,GRCh38__CPEB1-AS1
24819,GRCh38__AP3B2
24820,GRCh38__AC105339.3
24821,GRCh38__SNHG21
24822,GRCh38__FSD2
24823,GRCh38__WHAMM
24824,GRCh38__HOMER2
24825,GRCh38__AC022558.2
24826,GRCh38__RAMMET
24827,GRCh38__C15orf40
24828,GRCh38__AC024270.4
24829,GRCh38__BTBD1
24830,GRCh38__AC022558.3
24831,GRCh38__AC024270.2
24832,GRCh38__TM6SF1
24833,GRCh38__HDGFL3
24834,GRCh38__AC024270.3
24835,GRCh38__AC103876.1
24836,GRCh38__BNC1
24837,GRCh38__SH3GL3
24838,GRCh38__ADAMTSL3
24839,GRCh38__AC136698.1
24840,GRCh38__UBE2Q2L
24841,GRCh38__GOLGA6L4
24842,GRCh38__AC243562.3
24843,GRCh38__AC048382.4
24844,GRCh38__AC048382.5
24845,GRCh38__ZSCAN2
24846,GRCh38__AC048382.1
24847,GRCh38__AC048382.6
24848,GRCh38__WDR73
24849,GRCh38__NMB
24850,GRCh38__SEC11A
24851,GRCh38__AC115102.1
24852,GRCh38__ZNF592
24853,GRCh38__ALPK3
24854,GRCh38__SLC28A1
24855,GRCh38__PDE8A
24856,GRCh38__AKAP13
24857,GRCh38__AC087286.3
24858,GRCh38__AC087286.2
24859,GRCh38__AC087286.1
24860,GRCh38__AC021739.4
24861,GRCh38__AC021739.2
24862,GRCh38__AC021739.5
24863,GRCh38__AC021739.3
24864,GRCh38__KLHL25
24865,GRCh38__LINC01584
24866,GRCh38__AGBL1
24867,GRCh38__AGBL1-AS1
24868,GRCh38__AC012229.1
24869,GRCh38__AC016987.1
24870,GRCh38__AC078905.1
24871,GRCh38__AC020687.1
24872,GRCh38__LINC00052
24873,GRCh38__NTRK3
24874,GRCh38__NTRK3-AS1
24875,GRCh38__MRPL46
24876,GRCh38__MRPS11
24877,GRCh38__DET1
24878,GRCh38__LINC01586
24879,GRCh38__AEN
24880,GRCh38__ISG20
24881,GRCh38__AC103982.1
24882,GRCh38__ACAN
24883,GRCh38__HAPLN3
24884,GRCh38__MFGE8
24885,GRCh38__AC013565.1
24886,GRCh38__AC013565.3
24887,GRCh38__ABHD2
24888,GRCh38__RLBP1
24889,GRCh38__FANCI
24890,GRCh38__POLG
24891,GRCh38__AC124068.2
24892,GRCh38__MIR9-3HG
24893,GRCh38__RHCG
24894,GRCh38__LINC00928
24895,GRCh38__AC013391.3
24896,GRCh38__TICRR
24897,GRCh38__AC013391.1
24898,GRCh38__KIF7
24899,GRCh38__PLIN1
24900,GRCh38__PEX11A
24901,GRCh38__WDR93
24902,GRCh38__MESP1
24903,GRCh38__MESP2
24904,GRCh38__ANPEP
24905,GRCh38__AP3S2
24906,GRCh38__C15orf38-AP3S2
24907,GRCh38__ARPIN
24908,GRCh38__ZNF710
24909,GRCh38__ZNF710-AS1
24910,GRCh38__IDH2
24911,GRCh38__IDH2-DT
24912,GRCh38__SEMA4B
24913,GRCh38__CIB1
24914,GRCh38__GDPGP1
24915,GRCh38__AC091167.7
24916,GRCh38__TTLL13P
24917,GRCh38__AC091167.2
24918,GRCh38__NGRN
24919,GRCh38__AC091167.6
24920,GRCh38__AC091167.5
24921,GRCh38__ZNF774
24922,GRCh38__IQGAP1
24923,GRCh38__AC018946.1
24924,GRCh38__CRTC3
24925,GRCh38__AC103739.1
24926,GRCh38__AC103739.2
24927,GRCh38__CRTC3-AS1
24928,GRCh38__AC021422.1
24929,GRCh38__BLM
24930,GRCh38__FURIN
24931,GRCh38__FES
24932,GRCh38__MAN2A2
24933,GRCh38__AC068831.4
24934,GRCh38__HDDC3
24935,GRCh38__UNC45A
24936,GRCh38__AC068831.1
24937,GRCh38__RCCD1
24938,GRCh38__PRC1
24939,GRCh38__AC068831.7
24940,GRCh38__PRC1-AS1
24941,GRCh38__VPS33B
24942,GRCh38__VPS33B-DT
24943,GRCh38__AC068831.6
24944,GRCh38__SV2B
24945,GRCh38__AC104035.1
24946,GRCh38__AC107958.3
24947,GRCh38__AC107958.2
24948,GRCh38__SLCO3A1
24949,GRCh38__AC116903.2
24950,GRCh38__AC116903.1
24951,GRCh38__ST8SIA2
24952,GRCh38__AC090985.1
24953,GRCh38__C15orf32
24954,GRCh38__LINC00930
24955,GRCh38__AC091544.5
24956,GRCh38__FAM174B
24957,GRCh38__AC091544.7
24958,GRCh38__AC106028.4
24959,GRCh38__AC106028.5
24960,GRCh38__AC013394.1
24961,GRCh38__CHD2
24962,GRCh38__RGMA
24963,GRCh38__AC112693.1
24964,GRCh38__AC091078.1
24965,GRCh38__AC091078.3
24966,GRCh38__AC110023.1
24967,GRCh38__LINC01579
24968,GRCh38__AC103996.3
24969,GRCh38__LINC02207
24970,GRCh38__AC103996.2
24971,GRCh38__LINC01580
24972,GRCh38__LINC01581
24973,GRCh38__MCTP2
24974,GRCh38__AC009432.1
24975,GRCh38__AC107976.1
24976,GRCh38__AC087633.1
24977,GRCh38__AC087636.1
24978,GRCh38__LINC01197
24979,GRCh38__AC104260.1
24980,GRCh38__LINC00924
24981,GRCh38__AC027013.1
24982,GRCh38__AC015574.1
24983,GRCh38__AC012409.2
24984,GRCh38__AC024337.1
24985,GRCh38__AC024337.2
24986,GRCh38__NR2F2-AS1
24987,GRCh38__AC012409.3
24988,GRCh38__AC012409.1
24989,GRCh38__AC012409.4
24990,GRCh38__LINC02157
24991,GRCh38__NR2F2
24992,GRCh38__AC103746.1
24993,GRCh38__AC087477.2
24994,GRCh38__AC087477.5
24995,GRCh38__AC087477.3
24996,GRCh38__AC087477.4
24997,GRCh38__SPATA8-AS1
24998,GRCh38__SPATA8
24999,GRCh38__AC020704.1
25000,GRCh38__LINC02253
25001,GRCh38__LINC02254
25002,GRCh38__AC026523.1
25003,GRCh38__LINC00923
25004,GRCh38__AC024651.2
25005,GRCh38__ARRDC4
25006,GRCh38__AC024651.1
25007,GRCh38__LINC02251
25008,GRCh38__AC022523.1
25009,GRCh38__LINC01582
25010,GRCh38__AC022523.3
25011,GRCh38__AC015722.1
25012,GRCh38__AC015722.2
25013,GRCh38__LINC02351
25014,GRCh38__FAM169B
25015,GRCh38__AC118658.1
25016,GRCh38__IGF1R
25017,GRCh38__AC069029.1
25018,GRCh38__AC036108.1
25019,GRCh38__PGPEP1L
25020,GRCh38__AC036108.4
25021,GRCh38__SYNM
25022,GRCh38__AC036108.2
25023,GRCh38__TTC23
25024,GRCh38__AC036108.3
25025,GRCh38__LRRC28
25026,GRCh38__AC015660.2
25027,GRCh38__AC015660.3
25028,GRCh38__AC015660.4
25029,GRCh38__AC015660.1
25030,GRCh38__MEF2A
25031,GRCh38__LYSMD4
25032,GRCh38__AC090825.1
25033,GRCh38__AC084855.1
25034,GRCh38__ADAMTS17
25035,GRCh38__AC084855.2
25036,GRCh38__AC022710.1
25037,GRCh38__SPATA41
25038,GRCh38__CERS3-AS1
25039,GRCh38__CERS3
25040,GRCh38__AC027020.2
25041,GRCh38__AC027020.1
25042,GRCh38__LINS1
25043,GRCh38__ASB7
25044,GRCh38__AC087762.1
25045,GRCh38__AC015712.1
25046,GRCh38__AC015712.4
25047,GRCh38__ALDH1A3
25048,GRCh38__AC015712.7
25049,GRCh38__AC015712.2
25050,GRCh38__LRRK1
25051,GRCh38__AC090907.1
25052,GRCh38__AC090907.2
25053,GRCh38__AC019254.2
25054,GRCh38__AC019254.1
25055,GRCh38__CHSY1
25056,GRCh38__SELENOS
25057,GRCh38__SNRPA1
25058,GRCh38__AC023024.1
25059,GRCh38__PCSK6
25060,GRCh38__PCSK6-AS1
25061,GRCh38__AC090164.3
25062,GRCh38__AC090164.4
25063,GRCh38__LINC02348
25064,GRCh38__TM2D3
25065,GRCh38__TARSL2
25066,GRCh38__OR4F6
25067,GRCh38__OR4F15
25068,GRCh38__OR4F4
25069,GRCh38__FAM138E
25070,GRCh38__AC140725.1
25071,GRCh38__WASIR2
25072,GRCh38__POLR3K
25073,GRCh38__SNRNP25
25074,GRCh38__RHBDF1
25075,GRCh38__MPG
25076,GRCh38__NPRL3
25077,GRCh38__Z69720.1
25078,GRCh38__Z69666.1
25079,GRCh38__HBZ
25080,GRCh38__HBM
25081,GRCh38__HBA2
25082,GRCh38__HBA1
25083,GRCh38__HBQ1
25084,GRCh38__Z69706.1
25085,GRCh38__LUC7L
25086,GRCh38__FAM234A
25087,GRCh38__AC004754.1
25088,GRCh38__RGS11
25089,GRCh38__ARHGDIG
25090,GRCh38__PDIA2
25091,GRCh38__AXIN1
25092,GRCh38__MRPL28
25093,GRCh38__TMEM8A
25094,GRCh38__NME4
25095,GRCh38__DECR2
25096,GRCh38__AL023881.1
25097,GRCh38__RAB11FIP3
25098,GRCh38__LINC00235
25099,GRCh38__CAPN15
25100,GRCh38__Z97986.1
25101,GRCh38__PRR35
25102,GRCh38__PIGQ
25103,GRCh38__NHLRC4
25104,GRCh38__RAB40C
25105,GRCh38__WFIKKN1
25106,GRCh38__METTL26
25107,GRCh38__MCRIP2
25108,GRCh38__AL022341.1
25109,GRCh38__WDR90
25110,GRCh38__AL022341.2
25111,GRCh38__RHOT2
25112,GRCh38__RHBDL1
25113,GRCh38__Z92544.1
25114,GRCh38__STUB1
25115,GRCh38__JMJD8
25116,GRCh38__WDR24
25117,GRCh38__FBXL16
25118,GRCh38__Z97653.1
25119,GRCh38__METRN
25120,GRCh38__FAM173A
25121,GRCh38__CCDC78
25122,GRCh38__HAGHL
25123,GRCh38__NARFL
25124,GRCh38__MSLN
25125,GRCh38__MSLNL
25126,GRCh38__RPUSD1
25127,GRCh38__CHTF18
25128,GRCh38__GNG13
25129,GRCh38__PRR25
25130,GRCh38__AL031008.1
25131,GRCh38__LMF1
25132,GRCh38__AL031716.1
25133,GRCh38__LMF1-AS1
25134,GRCh38__AC009041.2
25135,GRCh38__SOX8
25136,GRCh38__AC009041.1
25137,GRCh38__AC009041.3
25138,GRCh38__SSTR5
25139,GRCh38__C1QTNF8
25140,GRCh38__AL031598.1
25141,GRCh38__AC120498.8
25142,GRCh38__CACNA1H
25143,GRCh38__AC120498.3
25144,GRCh38__AC120498.1
25145,GRCh38__AC120498.6
25146,GRCh38__TPSG1
25147,GRCh38__AC120498.10
25148,GRCh38__TPSB2
25149,GRCh38__TPSAB1
25150,GRCh38__TPSD1
25151,GRCh38__AC120498.4
25152,GRCh38__AC120498.9
25153,GRCh38__UBE2I
25154,GRCh38__AL031714.1
25155,GRCh38__BAIAP3
25156,GRCh38__TSR3
25157,GRCh38__GNPTG
25158,GRCh38__AL031709.1
25159,GRCh38__UNKL
25160,GRCh38__AL032819.1
25161,GRCh38__C16orf91
25162,GRCh38__AL032819.3
25163,GRCh38__CCDC154
25164,GRCh38__CLCN7
25165,GRCh38__AL031600.3
25166,GRCh38__AL031600.1
25167,GRCh38__PTX4
25168,GRCh38__TELO2
25169,GRCh38__IFT140
25170,GRCh38__AL031705.1
25171,GRCh38__TMEM204
25172,GRCh38__AL133297.2
25173,GRCh38__CRAMP1
25174,GRCh38__Z97652.1
25175,GRCh38__AL031708.1
25176,GRCh38__JPT2
25177,GRCh38__MAPK8IP3
25178,GRCh38__AL031710.1
25179,GRCh38__AL031717.1
25180,GRCh38__NME3
25181,GRCh38__MRPS34
25182,GRCh38__EME2
25183,GRCh38__SPSB3
25184,GRCh38__NUBP2
25185,GRCh38__IGFALS
25186,GRCh38__HAGH
25187,GRCh38__FAHD1
25188,GRCh38__MEIOB
25189,GRCh38__LINC00254
25190,GRCh38__LINC02124
25191,GRCh38__HS3ST6
25192,GRCh38__MSRB1
25193,GRCh38__RPL3L
25194,GRCh38__NDUFB10
25195,GRCh38__RPS2
25196,GRCh38__SNHG9
25197,GRCh38__RNF151
25198,GRCh38__AC005363.2
25199,GRCh38__TBL3
25200,GRCh38__NOXO1
25201,GRCh38__GFER
25202,GRCh38__AC005606.2
25203,GRCh38__SYNGR3
25204,GRCh38__AC005606.1
25205,GRCh38__ZNF598
25206,GRCh38__NPW
25207,GRCh38__SLC9A3R2
25208,GRCh38__NTHL1
25209,GRCh38__TSC2
25210,GRCh38__PKD1
25211,GRCh38__AC009065.6
25212,GRCh38__AC009065.3
25213,GRCh38__RAB26
25214,GRCh38__SNHG19
25215,GRCh38__TRAF7
25216,GRCh38__CASKIN1
25217,GRCh38__MLST8
25218,GRCh38__BRICD5
25219,GRCh38__AC009065.7
